fishID,lakeID,fishStdLength,DOC,DOClevel,captureMethod, X13, Y13, X14, Y14,basin,X,Y,hyp_dist,opp_dist,sinAngle,ang_deg,fitted
HB AN 010.jpg,HB,152.834425,24.5,high,Angling,65.5513,45.1879,60.9852,53.7426,4,-4.5661,8.5547,9.697018165,4.5661,0.490284292,28.09122067,2.922681
HB AN 011 07-24.jpg,HB,152.9914648,24.5,high,Angling,61.3001,47.917,59.4108,57.7838,4,-1.8893,9.8668,10.04605379,1.8893,0.189190494,10.83981681,2.922681
HB AN 011.jpg,HB,166.6326324,24.5,high,Angling,61.3001,39.2048,59.4108,49.7539,4,-1.8893,10.5491,10.71694757,1.8893,0.177217023,10.15378745,2.922681
HB AN 012 07-24.jpg,HB,128.518619,24.5,high,Angling,72.7414,47.812,69.33,56.1043,4,-3.4114,8.2923,8.966598533,3.4114,0.390289783,22.36195738,2.922681
HB AN 012.jpg,HB,159.9961535,24.5,high,Angling,65.2364,47.4446,60.9852,58.3611,4,-4.2512,10.9165,11.71506183,4.2512,0.371360228,21.27737374,2.922681
HB AN 013 07-24.jpg,HB,143.6471311,24.5,high,Angling,67.7556,49.0716,64.5016,58.1512,4,-3.254,9.0796,9.645084352,3.254,0.344125873,19.71696014,2.922681
HB AN 014 07-24.jpg,HB,130.2634827,24.5,high,Angling,76.9926,51.5383,70.9045,58.8334,4,-6.0881,7.2951,9.501760133,6.0881,0.695453802,39.84656773,2.922681
HB AN 015 07-24.jpg,HB,148.0949555,24.5,high,Angling,65.2889,53.5851,61.72,62.5597,4,-3.5689,8.9746,9.658182664,3.5689,0.378493336,21.68607075,2.922681
HB FN3 001.jpg,HB,144.5068786,24.5,high,Fyke_Net,62.8746,51.2759,59.3583,61.6675,4,-3.5163,10.3916,10.97040183,3.5163,0.326284828,18.69474354,2.922681
HB FN9 001.jpg,HB,134.4101683,24.5,high,Fyke_Net,73.7911,48.2844,68.2804,57.049,4,-5.5107,8.7646,10.35306851,5.5107,0.561287946,32.1594304,2.922681
HB FN9 002.jpg,HB,123.4174765,24.5,high,Fyke_Net,74.8932,48.0219,71.9542,56.8391,4,-2.939,8.8172,9.29412378,2.939,0.321743749,18.43455893,2.922681
LC Electro1 001.jpg,LC,79.75982947,4.07,low,Electrofishing,82.0309,61.825,79.6692,67.2307,7,-2.3617,5.4057,5.899086317,2.3617,0.411898906,23.60006889,3.241581
LC Electro1 002.jpg,LC,88.98730608,4.07,low,Electrofishing,80.7189,59.0959,77.8848,64.9215,7,-2.8341,5.8256,6.478405527,2.8341,0.452781848,25.94248894,3.241581
LC Electro1 003.jpg,LC,120.964947,4.07,low,Electrofishing,73.7911,49.7014,71.3769,58.571,7,-2.4142,8.8696,9.192288388,2.4142,0.26575018,15.22636372,3.241581
LC Electro1 004.jpg,LC,100.9320275,4.07,low,Electrofishing,76.3103,56.5242,72.0067,62.6647,7,-4.3036,6.1405,7.498447387,4.3036,0.611299546,35.02488398,3.241581
LC Electro1 005.jpg,LC,90.82617971,4.07,low,Electrofishing,83.9203,63.3995,78.3571,66.3385,7,-5.5632,2.939,6.291813351,5.5632,1.084771291,62.15281674,3.241581
LC Electro1 006.jpg,LC,99.34367869,4.07,low,Electrofishing,77.6748,54.3199,75.1557,60.6703,7,-2.5191,6.3504,6.831796614,2.5191,0.37764421,21.63741937,3.241581
LC Electro1 007.jpg,LC,87.22278284,4.07,low,Electrofishing,77.7273,58.1512,74.0535,64.1867,7,-3.6738,6.0355,7.065696476,3.6738,0.546790943,31.32881333,3.241581
LC Electro1 008.jpg,LC,113.963907,4.07,low,Electrofishing,83.7629,56.1043,79.4068,63.6094,7,-4.3561,7.5051,8.677680175,4.3561,0.525897003,30.13167871,3.241581
LC Electro1 009.jpg,LC,93.49698781,4.07,low,Electrofishing,79.4068,60.4604,75.8379,66.0761,7,-3.5689,5.6157,6.653805956,3.5689,0.566129829,32.43684983,3.241581
LC Electro1 010.jpg,LC,93.52871135,4.07,low,Electrofishing,83.8678,61.5101,79.5117,66.7059,7,-4.3561,5.1958,6.780261415,4.3561,0.697714362,39.97608827,3.241581
LC Electro1 011.jpg,LC,73.58432914,4.07,low,Electrofishing,82.4508,62.9271,79.5117,67.7556,7,-2.9391,4.8285,5.652673797,2.9391,0.546790812,31.3288058,3.241581
LC Electro1 012.jpg,LC,60.01012801,4.07,low,Electrofishing,85.6523,62.7697,83.0806,66.391,7,-2.5717,3.6213,4.441559926,2.5717,0.617511818,35.38082095,3.241581
LC Electro1 013.jpg,LC,91.44178923,4.07,low,Electrofishing,89.536,58.2561,86.4395,64.7115,7,-3.0965,6.4554,7.159643944,3.0965,0.447256556,25.62591303,3.241581
LC Electro1 014.jpg,LC,106.8154383,4.07,low,Electrofishing,85.7572,58.3086,82.5033,65.0264,7,-3.2539,6.7178,7.464362133,3.2539,0.451065511,25.84415009,3.241581
LC Electro1 015.jpg,LC,65.81621403,4.07,low,Electrofishing,96.2013,62.7697,92.6325,66.286,7,-3.5688,3.5163,5.010059793,3.5688,0.792807944,45.42454918,3.241581
LC Electro1 016.jpg,LC,69.63054327,4.07,low,Electrofishing,87.0693,58.571,85.9147,63.137,7,-1.1546,4.566,4.709719435,1.1546,0.2476771,14.19085253,3.241581
LC Electro1 017.jpg,LC,88.07831159,4.07,low,Electrofishing,84.2877,59.7781,80.0891,65.1314,7,-4.1986,5.3533,6.803386131,4.1986,0.665094976,38.1071351,3.241581
LC Electro1 018.jpg,LC,97.05717389,4.07,low,Electrofishing,88.9587,58.9384,85.8622,64.5541,7,-3.0965,5.6157,6.41283079,3.0965,0.503917844,28.87236568,3.241581
LC Electro1 019.jpg,LC,64.97448392,4.07,low,Electrofishing,89.8509,63.1895,86.9643,67.2832,7,-2.8866,4.0937,5.009075688,2.8866,0.614162147,35.18889893,3.241581
LC Electro1 020.jpg,LC,112.0714958,4.07,low,Electrofishing,80.194,59.3058,75.2081,67.7031,7,-4.9859,8.3973,9.765953415,4.9859,0.535811513,30.69973832,3.241581
LC Electro1 021.jpg,LC,106.5756581,4.07,low,Electrofishing,77.0975,57.8887,72.8989,64.0817,7,-4.1986,6.193,7.482077984,4.1986,0.595779673,34.13566076,3.241581
LC Electro1 022.jpg,LC,75.46772541,4.07,low,Electrofishing,83.1331,66.286,79.3543,70.3797,7,-3.7788,4.0937,5.571149713,3.7788,0.745419476,42.70938996,3.241581
LC Electro1 023.jpg,LC,67.4857508,4.07,low,Electrofishing,86.9118,59.8831,84.6551,64.4491,7,-2.2567,4.566,5.093235798,2.2567,0.459029029,26.30042602,3.241581
LC Electro1 024.jpg,LC,61.55340847,4.07,low,Electrofishing,86.492,60.2505,84.6026,64.8165,7,-1.8894,4.566,4.941476334,1.8894,0.392344013,22.47965606,3.241581
LC Electro1 025.jpg,LC,75.89593468,4.07,low,Electrofishing,84.6026,61.72,82.9756,67.2832,7,-1.627,5.5632,5.796233539,1.627,0.284522858,16.30195896,3.241581
LC Electro1 026.jpg,LC,96.74074809,4.07,low,Electrofishing,77.9897,59.4108,74.5259,65.8662,7,-3.4638,6.4554,7.325987961,3.4638,0.492476965,28.2168516,3.241581
LC Electro1 027.jpg,LC,93.85357494,4.07,low,Electrofishing,85.9672,58.9384,82.8182,64.974,7,-3.149,6.0356,6.807691853,3.149,0.480886148,27.55274669,3.241581
LC Electro1 028.jpg,LC,59.70826475,4.07,low,Electrofishing,94.3644,58.3611,93.9446,62.6647,7,-0.4198,4.3036,4.32402648,0.4198,0.097238602,5.571361495,3.241581
LC Electro2 001.jpg,LC,64.99391821,4.07,low,Electrofishing,80.5089,58.9909,78.3046,64.0293,7,-2.2043,5.0384,5.499492072,2.2043,0.412410442,23.62937773,3.241581
LC Electro3 001.jpg,LC,104.6469564,4.07,low,Electrofishing,82.5033,56.8391,78.9869,64.9215,7,-3.5164,8.0824,8.814207776,3.5164,0.410368,23.51235445,3.241581
LT Electro 1.jpg,LT,116.1350958,4.02,low,Electrofishing,82.0834,58.571,79.9316,65.9711,7,-2.1518,7.4001,7.706602575,2.1518,0.282976628,16.2133665,3.099287
LT Electro 10.jpg,LT,79.56672056,4.02,low,Electrofishing,78.6195,56.1043,75.1032,61.3526,7,-3.5163,5.2483,6.317358513,3.5163,0.590298725,33.8216256,3.099287
LT Electro 11.jpg,LT,69.85583906,4.02,low,Electrofishing,92.3176,60.4604,89.641,65.3413,7,-2.6766,4.8809,5.566630253,2.6766,0.501600497,28.73959151,3.099287
LT Electro 12.jpg,LT,87.59922107,4.02,low,Electrofishing,77.4649,60.8278,73.3712,67.0208,7,-4.0937,6.193,7.423720677,4.0937,0.584083531,33.46552121,3.099287
LT Electro 13.jpg,LT,84.76136113,4.02,low,Electrofishing,75.2606,55.6845,73.3188,61.615,7,-1.9418,5.9305,6.240305881,1.9418,0.316424582,18.1297931,3.099287
LT Electro 14.jpg,LT,76.68558354,4.02,low,Electrofishing,81.926,51.9057,79.8266,56.9965,7,-2.0994,5.0908,5.506698194,2.0994,0.391142408,22.41080919,3.099287
LT Electro 15.jpg,LT,82.16260165,4.02,low,Electrofishing,77.6748,60.198,75.1557,66.4435,7,-2.5191,6.2455,6.734399384,2.5191,0.38338788,21.96650743,3.099287
LT Electro 2.jpg,LT,74.58100219,4.02,low,Electrofishing,84.4976,59.0959,82.1884,64.0293,7,-2.3092,4.9334,5.447094657,2.3092,0.437782813,25.08310754,3.099287
LT Electro 3.jpg,LT,84.25524118,4.02,low,Electrofishing,81.716,56.6816,79.7742,62.6122,7,-1.9418,5.9306,6.240400917,1.9418,0.316419596,18.1295074,3.099287
LT Electro 4.jpg,LT,78.55167622,4.02,low,Electrofishing,86.1771,62.5073,84.97,67.9655,7,-1.2071,5.4582,5.590083868,1.2071,0.21765028,12.47044248,3.099287
LT Electro 5.jpg,LT,95.08740687,4.02,low,Electrofishing,88.0665,58.0462,82.6082,63.7668,7,-5.4583,5.7206,7.906851665,5.4583,0.761938621,43.65586723,3.099287
LT Electro 6.jpg,LT,79.21465235,4.02,low,Electrofishing,81.6635,56.6816,79.0919,62.2448,7,-2.5716,5.5632,6.128810717,2.5716,0.432995802,24.80883198,3.099287
LT Electro 7.jpg,LT,71.73059185,4.02,low,Electrofishing,84.3402,59.0959,83.3955,64.2392,7,-0.9447,5.1433,5.229339631,0.9447,0.181651133,10.40784327,3.099287
LT Electro 8.jpg,LT,80.72868117,4.02,low,Electrofishing,82.7657,55.1072,79.5117,60.5654,7,-3.254,5.4582,6.354562396,3.254,0.537596524,30.80201193,3.099287
LT Electro 9.jpg,LT,114.476985,4.02,low,Electrofishing,75.5755,53.7951,73.3712,61.2477,7,-2.2043,7.4526,7.771755609,2.2043,0.287577047,16.47695109,3.099287
LT FN 001 06-05.jpg,LT,148.7960527,4.02,low,Fyke_Net,73.2663,46.29,69.8024,56.5242,7,-3.4639,10.2342,10.80451076,3.4639,0.3263603,18.69906781,3.099287
LT FN 002 06-05.jpg,LT,148.0110023,4.02,low,Fyke_Net,72.2691,54.11,69.1201,65.4988,7,-3.149,11.3888,11.81613162,3.149,0.269759952,15.45610676,3.099287
LT FN 003 06-05.jpg,LT,129.3876269,4.02,low,Fyke_Net,73.5287,51.2759,68.5953,60.4604,7,-4.9334,9.1845,10.42561633,4.9334,0.492919491,28.2422065,3.099287
LT FN 004 06-05.jpg,LT,118.508671,4.02,low,Fyke_Net,69.9598,59.3058,66.496,68.6478,7,-3.4638,9.342,9.963477026,3.4638,0.355063303,20.34362871,3.099287
LT FN 005 06-05.jpg,LT,137.8309701,4.02,low,Fyke_Net,73.1088,41.829,69.435,51.5383,7,-3.6738,9.7093,10.38110365,3.6738,0.361730216,20.72561467,3.099287
LT FN 006 06-05.jpg,LT,127.7451745,4.02,low,Fyke_Net,67.6506,49.6489,64.2392,58.3611,7,-3.4114,8.7122,9.356285524,3.4114,0.37321448,21.38361455,3.099287
LT FN 007 06-05.jpg,LT,124.140047,4.02,low,Fyke_Net,73.3712,54.7398,67.0208,62.3498,7,-6.3504,7.61,9.91159322,6.3504,0.695415174,39.84435446,3.099287
LT FN 008 06-05.jpg,LT,126.0666241,4.02,low,Fyke_Net,72.479,53.5851,67.3357,61.7725,7,-5.1433,8.1874,9.66887034,5.1433,0.560894969,32.13691446,3.099287
LT FN 009 06-05.jpg,LT,105.0319111,4.02,low,Fyke_Net,79.7217,54.6873,77.3075,61.72,7,-2.4142,7.0327,7.435538375,2.4142,0.33067756,18.94642854,3.099287
LT FN 010 06-05.jpg,LT,96.12938776,4.02,low,Fyke_Net,86.8069,59.5682,84.865,65.8662,7,-1.9419,6.298,6.590582646,1.9419,0.299086828,17.13641296,3.099287
LT FN 011 06-05.jpg,LT,136.5267144,4.02,low,Fyke_Net,82.6607,48.5993,76.8351,56.0518,7,-5.8256,7.4525,9.459247941,5.8256,0.66348077,38.01464794,3.099287
LT FN 012 06-05.jpg,LT,88.8052838,4.02,low,Fyke_Net,87.5416,50.0688,84.7076,56.1043,7,-2.834,6.0355,6.667744465,2.834,0.438996448,25.15264369,3.099287
LT FN 013 06-05.jpg,LT,125.3934969,4.02,low,Fyke_Net,77.2025,57.8887,73.3712,67.2307,7,-3.8313,9.342,10.09711957,3.8313,0.389196197,22.2992995,3.099287
LT FN 014 06-05.jpg,LT,124.8738332,4.02,low,Fyke_Net,70.5896,50.3837,67.6506,58.7285,7,-2.939,8.3448,8.847226008,2.939,0.338629273,19.40202818,3.099287
LT FN 015 06-05.jpg,LT,117.4314953,4.02,low,Fyke_Net,76.0479,50.9085,72.6365,59.7781,7,-3.4114,8.8696,9.50302342,3.4114,0.367175345,21.0375976,3.099287
MC FN7 001.jpg,MC,150.0176329,14.3,high,Fyke_Net,72.3741,52.7979,68.5953,62.5597,4,-3.7788,9.7618,10.46766778,3.7788,0.369337106,21.16145741,3.340614
MC FN7 002.jpg,MC,137.2193518,14.3,high,Fyke_Net,72.584,54.6873,65.0789,60.8803,4,-7.5051,6.193,9.730353283,7.5051,0.880893819,50.47149804,3.340614
MC FN7 003.jpg,MC,142.4431924,14.3,high,Fyke_Net,73.1613,46.9723,68.7527,56.5767,4,-4.4086,9.6044,10.56788784,4.4086,0.430328587,24.65601183,3.340614
MC FN7 004.jpg,MC,145.3779211,14.3,high,Fyke_Net,66.5484,51.4333,61.72,60.8803,4,-4.8284,9.447,10.60939468,4.8284,0.47249134,27.07175965,3.340614
MC FN7 005.jpg,MC,137.1272243,14.3,high,Fyke_Net,72.689,51.9057,66.7584,61.0902,4,-5.9306,9.1845,10.93284303,5.9306,0.573359368,32.85107192,3.340614
MC FN7 006.jpg,MC,122.9396743,14.3,high,Fyke_Net,70.0123,55.422,65.7612,62.9271,4,-4.2511,7.5051,8.625449392,4.2511,0.515368456,29.52843741,3.340614
MC FN7 007.jpg,MC,137.7214136,14.3,high,Fyke_Net,74.4734,55.2646,69.435,64.7115,4,-5.0384,9.4469,10.70651176,5.0384,0.489961722,28.07273877,3.340614
MC FN7 008.jpg,MC,121.1367243,14.3,high,Fyke_Net,73.5287,63.242,68.7527,69.8024,4,-4.776,6.5604,8.114741164,4.776,0.629274667,36.05478256,3.340614
MC FN7 009.jpg,MC,148.383713,14.3,high,Fyke_Net,73.0563,50.6461,68.2804,59.2533,4,-4.7759,8.6072,9.843429923,4.7759,0.506576521,29.02469668,3.340614
MC FN7 010.jpg,MC,130.1858788,14.3,high,Fyke_Net,72.9514,56.7866,68.4903,66.1286,4,-4.4611,9.342,10.35250584,4.4611,0.445511849,25.52594868,3.340614
MC FN7 011.jpg,MC,133.8027688,14.3,high,Fyke_Net,71.6393,58.2036,66.9683,67.2832,4,-4.671,9.0796,10.21065018,4.671,0.475140651,27.22355397,3.340614
MC FN7 012.jpg,MC,138.9901466,14.3,high,Fyke_Net,73.1613,53.5327,65.3413,60.8803,4,-7.82,7.3476,10.7303134,7.82,0.816533435,46.78391964,3.340614
MC FN7 013.jpg,MC,127.9217585,14.3,high,Fyke_Net,74.001,53.4277,68.2804,62.1399,4,-5.7206,8.7122,10.422461,5.7206,0.581014549,33.28968148,3.340614
MC FN7 014.jpg,MC,132.9933705,14.3,high,Fyke_Net,72.7939,51.6958,67.4931,59.5157,4,-5.3008,7.8199,9.447185647,5.3008,0.59571208,34.131788,3.340614
MC FN7 015.jpg,MC,139.8152843,14.3,high,Fyke_Net,72.1641,53.1128,65.9711,61.825,4,-6.193,8.7122,10.68904476,6.193,0.61796565,35.40682363,3.340614
MC FN8 001.jpg,MC,110.9998176,14.3,high,Fyke_Net,69.5925,55.1072,66.6534,62.2973,4,-2.9391,7.1901,7.76761526,2.9391,0.388044121,22.2332904,3.340614
MC FN8 002.jpg,MC,122.4455588,14.3,high,Fyke_Net,65.2364,52.1156,60.7753,60.093,4,-4.4611,7.9774,9.140039604,4.4611,0.509892271,29.21467514,3.340614
MC FN8 003.jpg,MC,121.8483293,14.3,high,Fyke_Net,74.6833,53.0603,69.9074,61.7725,4,-4.7759,8.7122,9.935373654,4.7759,0.501448902,28.73090574,3.340614
MC FN8 004.jpg,MC,115.6831365,14.3,high,Fyke_Net,77.1786,49.3086,74.2869,55.8398,4,-2.8917,6.5312,7.142723733,2.8917,0.416809925,23.88144959,3.340614
MC FN8 005.jpg,MC,105.293539,14.3,high,Fyke_Net,78.1997,58.781,72.584,64.6066,4,-5.6157,5.8256,8.09158216,5.6157,0.767054404,43.94898,3.340614
MC FN8 006.jpg,MC,134.8541879,14.3,high,Fyke_Net,75.4181,59.7257,70.5896,67.7556,4,-4.8285,8.0299,9.369829575,4.8285,0.541385913,31.01912793,3.340614
MC FN8 007.jpg,MC,142.159868,14.3,high,Fyke_Net,71.2719,47.6021,68.1754,56.4192,4,-3.0965,8.8171,9.345028874,3.0965,0.337736846,19.35089588,3.340614
MC FN8 008.jpg,MC,129.2649865,14.3,high,Fyke_Net,79.1444,49.2291,73.6336,56.6816,4,-5.5108,7.4525,9.26869316,5.5108,0.636719087,36.4813164,3.340614
MC FN8 009.jpg,MC,132.0961847,14.3,high,Fyke_Net,78.2522,52.2731,72.4265,59.3583,4,-5.8257,7.0852,9.17272258,5.8257,0.688152638,39.42824179,3.340614
MC FN8 010.jpg,MC,65.3214139,14.3,high,Fyke_Net,97.251,53.6901,94.5219,58.2561,4,-2.7291,4.566,5.319430685,2.7291,0.538726898,30.86677757,3.340614
MC FN8 011.jpg,MC,138.9366317,14.3,high,Fyke_Net,77.9373,48.3368,72.8464,56.8391,4,-5.0909,8.5023,9.909912618,5.0909,0.539512678,30.91179946,3.340614
MC FN8 012.jpg,MC,82.84328256,14.3,high,Fyke_Net,91.1105,60.3555,87.5941,65.2889,4,-3.5164,4.9334,6.05834173,3.5164,0.619247871,35.48028946,3.340614
MC FN8 013.jpg,MC,94.79502028,14.3,high,Fyke_Net,84.5501,50.4362,81.2437,56.0518,4,-3.3064,5.6156,6.516689675,3.3064,0.532134869,30.48908212,3.340614
MC FN8 014.jpg,MC,88.02551844,14.3,high,Fyke_Net,81.1912,57.6263,78.7245,63.3995,4,-2.4667,5.7732,6.278092635,2.4667,0.403789565,23.13543786,3.340614
MC FN8 015.jpg,MC,77.73081425,14.3,high,Fyke_Net,88.7488,61.7725,87.0168,66.286,4,-1.732,4.5135,4.834408573,1.732,0.366409007,20.99368968,3.340614
MK Electro 001.jpg,MS,114.4106971,6.66,low,Electrofishing,74.9457,54.005,73.3188,61.9824,7,-1.6269,7.9774,8.141603919,1.6269,0.201179816,11.52675441,2.820192
MK Electro 002.jpg,MS,88.78349078,6.66,low,Electrofishing,85.4948,55.9469,83.1856,60.9328,7,-2.3092,4.9859,5.494688658,2.3092,0.433732263,24.85102811,2.820192
MK Electro 003.jpg,MS,63.34394046,6.66,low,Electrofishing,88.4863,56.2618,86.8594,60.6703,7,-1.6269,4.4085,4.69911437,1.6269,0.353532691,20.25593109,2.820192
MK Electro 004.jpg,MS,79.50588597,6.66,low,Electrofishing,84.7076,57.3639,83.6579,63.5044,7,-1.0497,6.1405,6.229575454,1.0497,0.169310405,9.700771626,2.820192
MK Electro 005.jpg,MS,85.72408184,6.66,low,Electrofishing,81.0338,58.676,79.9841,65.0264,7,-1.0497,6.3504,6.436571312,1.0497,0.163815416,9.385931978,2.820192
MK Electro 006.jpg,MS,75.39605283,6.66,low,Electrofishing,83.343,57.8363,81.6111,62.9271,7,-1.7319,5.0908,5.377334121,1.7319,0.327919504,18.7884036,2.820192
MK Electro 007.jpg,MS,63.54469821,6.66,low,Electrofishing,86.4395,60.5129,84.1302,64.5016,7,-2.3093,3.9887,4.608968885,2.3093,0.524805654,30.06914906,2.820192
MK Electro 008.jpg,MS,63.81473263,6.66,low,Electrofishing,86.0196,55.9469,85.2324,60.8278,7,-0.7872,4.8809,4.943972962,0.7872,0.159904749,9.161867255,2.820192
MK Electro 009.jpg,MS,82.53159941,6.66,low,Electrofishing,87.8565,52.2206,86.1246,57.6263,7,-1.7319,5.4057,5.676360639,1.7319,0.310051272,17.76462932,2.820192
MK Electro 010.jpg,MS,89.3079009,6.66,low,Electrofishing,76.5202,53.9,74.4734,59.9881,7,-2.0468,6.0881,6.422955071,2.0468,0.324325495,18.58248208,2.820192
MK Electro 011.jpg,MS,100.7846335,6.66,low,Electrofishing,81.1912,52.1156,80.1415,59.3583,7,-1.0497,7.2427,7.318372318,1.0497,0.143929957,8.246579084,2.820192
MK Electro 012.jpg,MS,95.04357762,6.66,low,Electrofishing,78.0422,53.9525,74.5783,60.1455,7,-3.4639,6.193,7.095903904,3.4639,0.509974353,29.21937808,2.820192
MK Electro 013.jpg,MS,63.70781332,6.66,low,Electrofishing,93.9971,55.422,91.3204,60.303,7,-2.6767,4.881,5.566766017,2.6767,0.501607611,28.73999907,2.820192
MK Electro 014.jpg,MS,84.79814128,6.66,low,Electrofishing,88.9062,54.2149,87.2267,60.5654,7,-1.6795,6.3505,6.568833268,1.6795,0.25854798,14.81370803,2.820192
MK Electro 015.jpg,MS,113.5871941,6.66,low,Electrofishing,84.6026,52.8504,81.4536,60.7753,7,-3.149,7.9249,8.527616373,3.149,0.378224275,21.67065469,2.820192
MK Electro2 001.jpg,MS,115.6332225,6.66,low,Electrofishing,81.4011,57.8363,77.6748,66.3385,7,-3.7263,8.5022,9.282926076,3.7263,0.41306058,23.66662792,2.820192
MK Electro2 002.jpg,MS,62.57345489,6.66,low,Electrofishing,94.4694,60.1455,92.2651,63.8718,7,-2.2043,3.7263,4.329463036,2.2043,0.534184535,30.60651933,2.820192
MK Electro2 003.jpg,MS,86.88037916,6.66,low,Electrofishing,82.9231,55.9469,81.4011,62.9271,7,-1.522,6.9802,7.144205767,1.522,0.214685109,12.30055066,2.820192
MK Electro2 004.jpg,MS,62.0471819,6.66,low,Electrofishing,99.6127,54.5298,99.2454,58.9384,7,-0.3673,4.4086,4.423874235,0.3673,0.08312246,4.762566128,2.820192
MK Electro2 005.jpg,MS,96.11885694,6.66,low,Electrofishing,74.8408,61.7725,73.1088,69.4875,7,-1.732,7.715,7.907025294,1.732,0.220836325,12.65298937,2.820192
MK Electro2 006.jpg,MS,120.0941608,6.66,low,Electrofishing,78.1997,53.2702,77.3599,62.7172,7,-0.8398,9.447,9.484253953,0.8398,0.088662883,5.080009021,2.820192
MK Electro2 007.jpg,MS,92.2312685,6.66,low,Electrofishing,80.9288,54.6348,78.0947,60.8803,7,-2.8341,6.2455,6.85845413,2.8341,0.425995185,24.4077262,2.820192
MK Electro2 008.jpg,MS,93.12597314,6.66,low,Electrofishing,79.8791,51.7482,76.8351,57.4689,7,-3.044,5.7207,6.480150036,3.044,0.488998743,28.01756414,2.820192
MK Electro2 009.jpg,MS,94.10304081,6.66,low,Electrofishing,81.6111,57.8363,79.4593,64.3442,7,-2.1518,6.5079,6.854415048,2.1518,0.31932847,18.29617359,2.820192
MK Electro2 010.jpg,MS,95.69890176,6.66,low,Electrofishing,85.1799,51.7482,82.5558,58.4661,7,-2.6241,6.7179,7.212217497,2.6241,0.372388155,21.33626962,2.820192
MK Electro2 011.jpg,MS,76.33498544,6.66,low,Electrofishing,83.1856,58.9384,81.2437,64.2917,7,-1.9419,5.3533,5.694628741,1.9419,0.347986353,19.93814938,2.820192
MK Electro2 012.jpg,MS,117.4096647,6.66,low,Electrofishing,81.4536,51.066,78.9869,59.3583,7,-2.4667,8.2923,8.651407295,2.4667,0.289132919,16.56609599,2.820192
MK Electro2 013.jpg,MS,118.9047208,6.66,low,Electrofishing,73.2138,56.3667,70.4322,64.8165,7,-2.7816,8.4498,8.895865253,2.7816,0.318018035,18.2210912,2.820192
MK Electro2 014.jpg,MS,85.38687291,6.66,low,Electrofishing,88.1714,57.7838,87.3842,63.1895,7,-0.7872,5.4057,5.462716937,0.7872,0.14460758,8.285404032,2.820192
MK Electro2 015.jpg,MS,83.04980353,6.66,low,Electrofishing,79.4068,57.259,76.5202,62.2448,7,-2.8866,4.9858,5.761133673,2.8866,0.524808422,30.06930761,2.820192
OB Electro 001.jpg,OB,116.6676069,11.12,high,Electrofishing,79.6167,50.961,76.7826,59.2533,4,-2.8341,8.2923,8.763239247,2.8341,0.329328627,18.86914042,2.992686
OB Electro 002.jpg,OB,103.7235114,11.12,high,Electrofishing,74.001,57.049,71.9017,64.1342,4,-2.0993,7.0852,7.389663019,2.0993,0.288053044,16.50422371,2.992686
OB Electro 003.jpg,OB,111.6966911,11.12,high,Electrofishing,80.8763,51.6433,75.8379,57.6263,4,-5.0384,5.983,7.82187724,5.0384,0.699901105,40.10137938,2.992686
OB Electro 004.jpg,OB,130.1266811,11.12,high,Electrofishing,76.2578,50.9085,70.7471,58.2561,4,-5.5107,7.3476,9.1845,5.5107,0.643501109,36.86989765,2.992686
OB Electro 005.jpg,OB,128.0435605,11.12,high,Electrofishing,73.4237,47.1297,70.957,55.632,4,-2.4667,8.5023,8.852892984,2.4667,0.28236949,16.17858002,2.992686
OB Electro 006.jpg,OB,111.6710235,11.12,high,Electrofishing,78.9869,52.1681,74.7883,58.676,4,-4.1986,6.5079,7.744740433,4.1986,0.572961243,32.82826104,2.992686
