fishID,lakeID,fishStdLength,DOC,DOClevel,captureMethod, X13, Y13, X14, Y14,basin,X,Y,hyp_dist,opp_dist,sinAngle,ang_deg,fitted
OB Electro 007.jpg,OB,89.92152952,11.12,high,Electrofishing,77.4124,54.9497,74.8932,61.0902,4,-2.5192,6.1405,6.637176274,2.5192,0.389319581,22.30636888,2.992686
OB Electro 008.jpg,OB,100.8548983,11.12,high,Electrofishing,77.8323,53.1653,74.1585,60.1455,4,-3.6738,6.9802,7.887965421,3.6738,0.48447911,27.75860826,2.992686
OB Electro 009.jpg,OB,102.3874211,11.12,high,Electrofishing,78.1997,52.1156,75.4181,58.9909,4,-2.7816,6.8753,7.416673692,2.7816,0.384447298,22.0272076,2.992686
OB Electro 010.jpg,OB,126.7502561,11.12,high,Electrofishing,81.0338,46.395,76.8351,54.6348,4,-4.1987,8.2398,9.247885473,4.1987,0.471268978,27.00172344,2.992686
OB Electro 011.jpg,OB,123.8294868,11.12,high,Electrofishing,73.0039,50.3312,67.0733,56.3667,4,-5.9306,6.0355,8.461635575,5.9306,0.776631956,44.49773332,2.992686
OB Electro 012.jpg,OB,116.04123,11.12,high,Electrofishing,72.0067,44.1907,69.33,52.0107,4,-2.6767,7.82,8.265417285,2.6767,0.329788887,18.89551133,2.992686
OB Electro 013.jpg,OB,126.9983059,11.12,high,Electrofishing,80.0366,44.5581,76.1004,53.7426,4,-3.9362,9.1845,9.992432671,3.9362,0.404890472,23.19851522,2.992686
OB Electro 014.jpg,OB,131.0228666,11.12,high,Electrofishing,79.1444,48.1794,74.4734,57.4689,4,-4.671,9.2895,10.3977426,4.671,0.46590567,26.69442852,2.992686
OB Electro 015.jpg,OB,81.13131535,11.12,high,Electrofishing,75.5755,60.303,74.1585,65.7087,4,-1.417,5.4057,5.588334411,1.417,0.256362819,14.68850754,2.992686
OB FN 001.jpg,OB,128.2675767,11.12,high,Fyke_Net,57.1015,60.0406,53.9525,68.7002,4,-3.149,8.6596,9.214384036,3.149,0.348776567,19.98342527,2.992686
OB FN 002.jpg,OB,121.4489053,11.12,high,Fyke_Net,76.4152,48.4943,74.9982,56.6816,4,-1.417,8.1873,8.309017408,1.417,0.171375249,9.819078508,2.992686
OB FN 003.jpg,OB,114.037297,11.12,high,Fyke_Net,77.7273,57.049,77.3599,65.6562,4,-0.3674,8.6072,8.615037702,0.3674,0.042659298,2.444197709,2.992686
OB FN 004.jpg,OB,154.6337845,11.12,high,Fyke_Net,62.1399,43.0885,61.0902,53.3752,4,-1.0497,10.2867,10.34011929,1.0497,0.101692386,5.826544529,2.992686
OB FN 005.jpg,OB,97.87197465,11.12,high,Fyke_Net,85.3898,58.0987,81.3487,63.5044,4,-4.0411,5.4057,6.74922823,4.0411,0.641939448,36.78042108,2.992686
OB FN 006.jpg,OB,116.7249376,11.12,high,Fyke_Net,81.0338,54.8972,77.7798,62.7172,4,-3.254,7.82,8.470000945,3.254,0.394318865,22.59280673,2.992686
OB FN 007.jpg,OB,128.8543742,11.12,high,Fyke_Net,76.8876,48.3893,73.5287,57.8363,4,-3.3589,9.447,10.02636615,3.3589,0.341612358,19.57294635,2.992686
OB FN 008.jpg,OB,124.4714192,11.12,high,Fyke_Net,60.3555,54.7923,57.7313,62.6122,4,-2.6242,7.8199,8.248470261,2.6242,0.323770955,18.55070925,2.992686
OB FN 009.jpg,OB,122.301711,11.12,high,Fyke_Net,66.391,63.0846,61.9824,70.1173,4,-4.4086,7.0327,8.300278504,4.4086,0.559944063,32.08243158,2.992686
OB FN 010.jpg,OB,115.0577832,11.12,high,Fyke_Net,65.3413,57.5214,61.8775,65.8137,4,-3.4638,8.2923,8.986665106,3.4638,0.395682184,22.67091915,2.992686
OB FN 011.jpg,OB,102.8716187,11.12,high,Fyke_Net,89.0637,53.5327,87.6991,60.5654,4,-1.3646,7.0327,7.163867841,1.3646,0.191654837,10.98101329,2.992686
OB FN 012.jpg,OB,157.0388789,11.12,high,Fyke_Net,70.1173,44.873,67.5456,54.6348,4,-2.5717,9.7618,10.094869,2.5717,0.257592455,14.75896052,2.992686
OB FN 013.jpg,OB,166.2396992,11.12,high,Fyke_Net,68.1754,46.8148,66.2335,56.5767,4,-1.9419,9.7619,9.953173726,1.9419,0.196363076,11.25077553,2.992686
OB FN 014.jpg,OB,119.4789085,11.12,high,Fyke_Net,58.7285,61.0902,56.5242,70.0648,4,-2.2043,8.9746,9.241341009,2.2043,0.240847746,13.79955934,2.992686
OB FN 015.jpg,OB,95.79542874,11.12,high,Fyke_Net,74.7883,54.4249,72.0592,60.7228,4,-2.7291,6.2979,6.863784031,2.7291,0.408909166,23.4287694,2.992686
PP FN 001.jpg,PS,118.8231006,6.49,low,Fyke_Net,76.2578,50.3312,72.8464,57.6788,7,-3.4114,7.3476,8.100918202,3.4114,0.434671815,24.90486045,2.888435
PP FN 002.jpg,PS,101.3643072,6.49,low,Fyke_Net,80.2465,51.5383,77.045,58.571,7,-3.2015,7.0327,7.727125697,3.2015,0.427195144,24.47647879,2.888435
PP FN 003.jpg,PS,102.3143643,6.49,low,Fyke_Net,78.777,52.3256,76.3103,59.6207,7,-2.4667,7.2951,7.700850141,2.4667,0.326062289,18.68199299,2.888435
PP FN 004.jpg,PS,103.6766987,6.49,low,Fyke_Net,78.6195,54.5298,75.523,61.1427,7,-3.0965,6.6129,7.301969506,3.0965,0.437927741,25.09141127,2.888435
PP FN 005.jpg,PS,94.6842543,6.49,low,Fyke_Net,74.001,56.2618,71.2719,62.1399,7,-2.7291,5.8781,6.48074428,2.7291,0.434667716,24.90462562,2.888435
PP FN 006.jpg,PS,83.92905952,6.49,low,Fyke_Net,78.1997,56.9965,76.6252,62.6647,7,-1.5745,5.6682,5.882817479,1.5745,0.27094685,15.524111,2.888435
PP FN 007.jpg,PS,127.0274241,6.49,low,Fyke_Net,79.7742,50.961,73.3188,57.7313,7,-6.4554,6.7703,9.354632609,6.4554,0.761592957,43.63606216,2.888435
PP FN 008.jpg,PS,106.9844171,6.49,low,Fyke_Net,78.5671,55.0022,77.5174,62.8222,7,-1.0497,7.82,7.89013752,1.0497,0.133435121,7.645269278,2.888435
PP FN 009.jpg,PS,88.27353476,6.49,low,Fyke_Net,77.5174,55.4745,75.1557,61.615,7,-2.3617,6.1405,6.579009587,2.3617,0.367169469,21.03726092,2.888435
PP FN 010.jpg,PS,106.0818056,6.49,low,Fyke_Net,86.597,51.066,83.8154,58.8859,7,-2.7816,7.8199,8.299887624,2.7816,0.341750707,19.58087317,2.888435
PP FN 011.jpg,PS,83.116173,6.49,low,Fyke_Net,84.9175,63.347,82.9231,69.2251,7,-1.9944,5.8781,6.207228928,1.9944,0.327104908,18.74173067,2.888435
PP FN 012.jpg,PS,113.5908441,6.49,low,Fyke_Net,76.8351,55.422,73.1088,62.9271,7,-3.7263,7.5051,8.379250426,3.7263,0.460845599,26.40450782,2.888435
PP FN 013.jpg,PS,122.847765,6.49,low,Fyke_Net,75.4181,51.066,73.1088,59.6207,7,-2.3093,8.5547,8.860911837,2.3093,0.263660735,15.10664735,2.888435
PP FN 014.jpg,PS,127.6201004,6.49,low,Fyke_Net,67.4931,47.8645,65.5513,57.7313,7,-1.9418,9.8668,10.05605934,1.9418,0.194318094,11.13360669,2.888435
PP FN 015.jpg,PS,98.38083242,6.49,low,Fyke_Net,74.6833,53.9525,72.5315,60.9328,7,-2.1518,6.9803,7.304439152,2.1518,0.299024341,17.13283271,2.888435
PP FN 016.jpg,PS,86.62475502,6.49,low,Fyke_Net,72.0592,56.7866,70.7471,62.4548,7,-1.3121,5.6682,5.818083675,1.3121,0.227477771,13.03351623,2.888435
PP FN 017.jpg,PS,101.1561223,6.49,low,Fyke_Net,76.7826,57.8363,75.9954,65.4463,7,-0.7872,7.61,7.650606763,0.7872,0.103076229,5.905832867,2.888435
PP FN 018.jpg,PS,109.2073808,6.49,low,Fyke_Net,76.9926,54.0575,75.9429,62.1924,7,-1.0497,8.1349,8.20234528,1.0497,0.128327518,7.352625187,2.888435
PP FN 019.jpg,PS,108.3220758,6.49,low,Fyke_Net,80.9288,54.2149,78.9869,61.0902,7,-1.9419,6.8753,7.144279229,1.9419,0.275275302,15.77211302,2.888435
PP FN 020.jpg,PS,111.9645266,6.49,low,Fyke_Net,76.8876,53.7951,74.7883,62.0349,7,-2.0993,8.2398,8.503020906,2.0993,0.249468272,14.29347909,2.888435
PP FN 021.jpg,PS,82.89985418,6.49,low,Fyke_Net,73.4237,58.7285,71.0095,63.8718,7,-2.4142,5.1433,5.681715985,2.4142,0.438858974,25.144767,2.888435
PP FN 022.jpg,PS,83.40081368,6.49,low,Fyke_Net,80.6664,56.9965,77.4649,62.4023,7,-3.2015,5.4058,6.282696546,3.2015,0.534689835,30.63547088,2.888435
PP FN 023.jpg,PS,77.99696154,6.49,low,Fyke_Net,78.8295,56.5242,77.7798,61.4051,7,-1.0497,4.8809,4.992499865,1.0497,0.211836181,12.13731909,2.888435
PP FN 024.jpg,PS,100.7206386,6.49,low,Fyke_Net,76.0479,51.066,74.6308,58.6235,7,-1.4171,7.5575,7.689211836,1.4171,0.185356738,10.62015879,2.888435
PP FN 025.jpg,PS,100.2117955,6.49,low,Fyke_Net,80.0366,51.9582,76.7301,59.2008,7,-3.3065,7.2426,7.961670491,3.3065,0.428275082,24.53835467,2.888435
PP FN 026.jpg,PS,104.1495081,6.49,low,Fyke_Net,74.3684,53.0603,71.4818,59.7257,7,-2.8866,6.6654,7.26360907,2.8866,0.408688028,23.41609915,2.888435
PP FN 027.jpg,PS,98.11543067,6.49,low,Fyke_Net,74.4734,52.7454,73.0039,60.093,7,-1.4695,7.3476,7.493107233,1.4695,0.197392943,11.30978251,2.888435
PP FN 028.jpg,PS,93.08063624,6.49,low,Fyke_Net,81.2962,57.4164,78.1997,63.5569,7,-3.0965,6.1405,6.877067144,3.0965,0.467061675,26.76066274,2.888435
PP FN 029.jpg,PS,77.38629304,6.49,low,Fyke_Net,81.6635,61.4576,78.672,66.0761,7,-2.9915,4.6185,5.502691569,2.9915,0.574771529,32.93198277,2.888435
PP FN 030.jpg,PS,83.4660413,6.49,low,Fyke_Net,78.8295,55.6845,76.8876,61.4576,7,-1.9419,5.7731,6.090948959,1.9419,0.324481426,18.59141626,2.888435
RB FN4 001.jpg,RS,148.7570591,18.9,high,Fyke_Net,74.4209,53.7951,70.6946,62.2973,4,-3.7263,8.5022,9.282926076,3.7263,0.41306058,23.66662792,3.182349
RB FN4 002.jpg,RS,142.7925342,18.9,high,Fyke_Net,65.8137,52.1156,62.9271,61.0902,4,-2.8866,8.9746,9.427401801,2.8866,0.311190874,17.8299237,3.182349
RB FN4(2) 001.jpg,RS,151.5914296,18.9,high,Fyke_Net,70.0123,50.5936,66.1811,60.0406,4,-3.8312,9.447,10.19430735,3.8312,0.38527888,22.07485377,3.182349
RB FN4(2) 002.jpg,RS,143.0177323,18.9,high,Fyke_Net,69.2251,49.8064,64.764,58.4136,4,-4.4611,8.6072,9.694601851,4.4611,0.478179123,27.39764559,3.182349
RB FN4(2) 003.jpg,RS,157.8824902,18.9,high,Fyke_Net,76.8876,49.8064,71.6393,58.8859,4,-5.2483,9.0795,10.48722905,5.2483,0.524114749,30.02956307,3.182349
RB FN4(2) 004.jpg,RS,148.6455254,18.9,high,Fyke_Net,68.8577,48.1794,67.4407,57.259,4,-1.417,9.0796,9.189506252,1.417,0.15481531,8.870263864,3.182349
RB FN4(2) 005.jpg,RS,133.3702422,18.9,high,Fyke_Net,77.255,54.8972,71.5343,61.6675,4,-5.7207,6.7703,8.863598061,5.7207,0.701566598,40.19680514,3.182349
RB FN4(2) 006.jpg,RS,132.9517742,18.9,high,Fyke_Net,70.957,51.066,66.1286,58.9909,4,-4.8284,7.9249,9.279950785,4.8284,0.547207458,31.35267786,3.182349
RB FN4(2) 007.jpg,RS,138.1817653,18.9,high,Fyke_Net,76.6252,53.6901,73.0039,62.5073,4,-3.6213,8.8172,9.531884889,3.6213,0.389703719,22.32837837,3.182349
RB FN4(2) 008.jpg,RS,150.8954409,18.9,high,Fyke_Net,74.9982,53.7426,67.913,60.4079,4,-7.0852,6.6653,9.727604182,7.0852,0.815925748,46.74910176,3.182349
RB FN4(2) 009.jpg,RS,150.535847,18.9,high,Fyke_Net,72.2691,50.5936,68.3853,58.8859,4,-3.8838,8.2923,9.156753886,3.8838,0.438018585,25.09661628,3.182349
RB FN4(2) 010.jpg,RS,142.7099565,18.9,high,Fyke_Net,71.9542,49.544,67.808,57.9937,4,-4.1462,8.4497,9.412141336,4.1462,0.456173502,26.13681638,3.182349
RB FN4(2) 011.jpg,RS,138.8286166,18.9,high,Fyke_Net,69.1726,51.4858,65.3413,60.198,4,-3.8313,8.7122,9.517420267,3.8313,0.41430799,23.73809923,3.182349
RB FN4(2) 012.jpg,RS,149.4712241,18.9,high,Fyke_Net,67.808,54.005,61.8775,61.2477,4,-5.9305,7.2427,9.360957939,5.9305,0.686114345,39.31145625,3.182349
RB FN4(2) 013.jpg,RS,126.5968291,18.9,high,Fyke_Net,73.7911,56.6816,70.6946,64.3442,4,-3.0965,7.6626,8.26460834,3.0965,0.384040717,22.00391226,3.182349
RB FN5 001.jpg,RS,130.1148521,18.9,high,Fyke_Net,74.6833,50.5411,72.584,58.571,4,-2.0993,8.0299,8.299780389,2.0993,0.255712085,14.65122325,3.182349
RB FN5 002.jpg,RS,124.2956902,18.9,high,Fyke_Net,81.2437,51.066,78.1997,59.1483,4,-3.044,8.0823,8.636521828,3.044,0.360194974,20.6376518,3.182349
RB FN5 003.jpg,RS,144.8468756,18.9,high,Fyke_Net,77.7273,55.1596,72.1116,62.6122,4,-5.6157,7.4526,9.33152363,5.6157,0.645751547,36.99883826,3.182349
RB FN5 004.jpg,RS,133.2983506,18.9,high,Fyke_Net,80.7189,57.1015,75.523,65.3938,4,-5.1959,8.2923,9.785684243,5.1959,0.559744272,32.07098437,3.182349
RB FN5 005.jpg,RS,134.6673418,18.9,high,Fyke_Net,69.4875,54.8972,63.8718,61.2477,4,-5.6157,6.3505,8.477318959,5.6157,0.724068877,41.48609073,3.182349
RB FN5 006.jpg,RS,146.7329777,18.9,high,Fyke_Net,76.7826,56.8916,72.1116,64.7115,4,-4.671,7.8199,9.108736301,4.671,0.538448215,30.85081023,3.182349
RB FN5 007.jpg,RS,129.1920234,18.9,high,Fyke_Net,70.1173,50.7511,66.1286,58.8859,4,-3.9887,8.1348,9.060060636,3.9887,0.45587811,26.1198917,3.182349
RB FN5 008.jpg,RS,122.2425675,18.9,high,Fyke_Net,65.7612,53.5851,63.5569,61.1952,4,-2.2043,7.6101,7.922913637,2.2043,0.28193873,16.15389932,3.182349
RB FN5 009.jpg,RS,136.9153616,18.9,high,Fyke_Net,75.8904,54.2674,70.9045,61.7725,4,-4.9859,7.5051,9.010312138,4.9859,0.586386579,33.59747613,3.182349
RB FN5 010.jpg,RS,120.5601628,18.9,high,Fyke_Net,79.9841,54.7398,75.4181,62.3498,4,-4.566,7.61,8.874708784,4.566,0.5404195,30.96375653,3.182349
RB FN5 011.jpg,RS,132.4598226,18.9,high,Fyke_Net,71.8492,52.8504,68.4378,61.2477,4,-3.4114,8.3973,9.063790446,3.4114,0.38588235,22.10943004,3.182349
RB FN5 012.jpg,RS,135.7120322,18.9,high,Fyke_Net,73.3188,56.5767,71.6393,65.8137,4,-1.6795,9.237,9.388444453,1.6795,0.179858263,10.30511939,3.182349
RB FN5 013.jpg,RS,115.4139059,18.9,high,Fyke_Net,73.4762,54.7398,69.6974,60.5654,4,-3.7788,5.8256,6.943842222,3.7788,0.575428569,32.96962842,3.182349
RB FN8 001.jpg,RS,133.8743025,18.9,high,Fyke_Net,76.2053,53.8476,73.2138,61.1952,4,-2.9915,7.3476,7.93324007,2.9915,0.386646138,22.15319184,3.182349
RB FN8 002.jpg,RS,137.9861191,18.9,high,Fyke_Net,70.8521,54.6348,68.3329,63.242,4,-2.5192,8.6072,8.968291949,2.5192,0.284732527,16.31397206,3.182349
SQ FN 003.jpg,SQ,114.5249106,23.85,high,Fyke_Net,82.8182,48.1794,80.9288,55.3696,7,-1.8894,7.1902,7.434299456,1.8894,0.25696496,14.72300771,2.773659
SQ FN 004.jpg,SQ,117.0667558,23.85,high,Fyke_Net,80.7189,53.7951,78.4096,61.4576,7,-2.3093,7.6625,8.002922762,2.3093,0.292719467,16.77159004,2.773659
SQ FN 005.jpg,SQ,111.6681701,23.85,high,Fyke_Net,69.3825,49.3865,68.8577,56.4192,7,-0.5248,7.0327,7.052253848,0.5248,0.07448478,4.267663544,2.773659
SQ FN 006.jpg,SQ,116.4303168,23.85,high,Fyke_Net,83.0281,51.1184,78.7245,56.7341,7,-4.3036,5.6157,7.075101374,4.3036,0.653884185,37.46480412,2.773659
SQ FN 007.jpg,SQ,103.220235,23.85,high,Fyke_Net,79.4593,54.7923,77.255,61.5626,7,-2.2043,6.7703,7.120105377,2.2043,0.314759835,18.03441013,2.773659
SQ FN 008.jpg,SQ,123.5080165,23.85,high,Fyke_Net,83.9728,52.588,82.5558,60.4604,7,-1.417,7.8724,7.998910598,1.417,0.178089001,10.20374813,2.773659
SQ FN 009.jpg,SQ,111.4629041,23.85,high,Fyke_Net,73.8436,53.5851,72.3741,60.8278,7,-1.4695,7.2427,7.3902729,1.4695,0.200176648,11.46927706,2.773659
SQ FN 010.jpg,SQ,113.7236655,23.85,high,Fyke_Net,81.2962,51.8532,79.3543,59.1483,7,-1.9419,7.2951,7.549136349,1.9419,0.260159537,14.90604345,2.773659
SQ FN 011.jpg,SQ,128.7681901,23.85,high,Fyke_Net,79.4593,46.8148,77.045,55.422,7,-2.4143,8.6072,8.939392392,2.4143,0.273470182,15.66868723,2.773659
SQ FN 012.jpg,SQ,116.9833853,23.85,high,Fyke_Net,83.343,53.0603,79.6167,60.0406,7,-3.7263,6.9803,7.91264177,3.7263,0.490344644,28.0946786,2.773659
SQ FN 013.jpg,SQ,117.4404489,23.85,high,Fyke_Net,79.0394,50.7511,74.5783,57.5214,7,-4.4611,6.7703,8.107920529,4.4611,0.582621769,33.3817684,2.773659
SQ FN 014.jpg,SQ,122.6193436,23.85,high,Fyke_Net,86.597,52.4305,81.0338,59.7257,7,-5.5632,7.2952,9.174373945,5.5632,0.6515061,37.32854987,2.773659
SQ FN 015.jpg,SQ,112.5289336,23.85,high,Fyke_Net,78.0947,58.1512,76.8351,65.3938,7,-1.2596,7.2426,7.351315999,1.2596,0.172193145,9.865940486,2.773659
SQ FN 016.jpg,SQ,109.1208761,23.85,high,Fyke_Net,76.2053,56.4192,76.1004,62.6647,7,-0.1049,6.2455,6.246380893,0.1049,0.016794514,0.962254772,2.773659
SQ FN 017.jpg,SQ,111.9440274,23.85,high,Fyke_Net,77.5174,51.4333,74.7883,59.3583,7,-2.7291,7.925,8.381742767,2.7291,0.331646813,19.00196269,2.773659
SQ FN 018.jpg,SQ,111.4147778,23.85,high,Fyke_Net,82.0309,57.5214,79.0394,65.4988,7,-2.9915,7.9774,8.519858157,2.9915,0.358767923,20.5558878,2.773659
SQ FN 019.jpg,SQ,89.77221423,23.85,high,Fyke_Net,83.9203,55.8419,82.8182,61.3526,7,-1.1021,5.5107,5.619825522,1.1021,0.19738858,11.30953258,2.773659
SQ FN 020.jpg,SQ,112.1601152,23.85,high,Fyke_Net,84.97,54.8972,82.1359,62.0874,7,-2.8341,7.1902,7.728589706,2.8341,0.375463074,21.51244953,2.773659
SQ FN 021.jpg,SQ,94.43836019,23.85,high,Fyke_Net,80.2465,59.0434,78.672,65.2889,7,-1.5745,6.2455,6.440909912,1.5745,0.246955578,14.14951233,2.773659
SQ FN 022.jpg,SQ,102.9484822,23.85,high,Fyke_Net,78.3046,55.0022,76.4677,61.3001,7,-1.8369,6.2979,6.560316,1.8369,0.283795938,16.26030951,2.773659
SQ FN 023.jpg,SQ,111.6282468,23.85,high,Fyke_Net,80.9288,52.3256,78.6195,58.781,7,-2.3093,6.4554,6.856023312,2.3093,0.343545908,19.68373058,2.773659
SQ FN 024.jpg,SQ,103.494326,23.85,high,Fyke_Net,77.045,52.0107,75.1557,58.4136,7,-1.8893,6.4029,6.675820766,1.8893,0.286927212,16.43971829,2.773659
SQ FN1 001.jpg,SQ,176.6602492,23.85,high,Fyke_Net,67.7556,40.6743,61.5101,50.1213,7,-6.2455,9.447,11.32484345,6.2455,0.584145354,33.4690634,2.773659
SQ FN1 002.jpg,SQ,180.1553387,23.85,high,Fyke_Net,72.0067,47.3397,66.9158,57.4689,7,-5.0909,10.1292,11.336576,5.0909,0.465722614,26.68394021,2.773659
SQ FN9 025.jpg,SQ,83.07960052,23.85,high,Fyke_Net,92.6325,58.2561,90.953,63.4519,7,-1.6795,5.1958,5.460499784,1.6795,0.312640891,17.91300355,2.773659
SQ FN9 026.jpg,SQ,80.97508614,23.85,high,Fyke_Net,74.5861,55.6404,72.2428,59.6788,7,-2.3433,4.0384,4.669018039,2.3433,0.525774252,30.12464559,2.773659
SQ FN9 027.jpg,SQ,80.1759577,23.85,high,Fyke_Net,86.3345,57.5214,84.2352,62.7697,7,-2.0993,5.2483,5.652584664,2.0993,0.380503092,21.80122126,2.773659
SQ FN9 028.jpg,SQ,76.44151409,23.85,high,Fyke_Net,82.1359,59.3058,79.1968,63.7144,7,-2.9391,4.4086,5.298496274,2.9391,0.588007838,33.69036744,2.773659
TW Electro 001.jpg,TO,105.8583886,5.29,low,Electrofishing,78.1472,51.5908,76.4152,58.0987,7,-1.732,6.5079,6.734432894,1.732,0.260108832,14.90313826,2.998975
TW Electro 002.jpg,TO,109.1422965,5.29,low,Electrofishing,85.1799,50.7511,81.1912,57.3114,7,-3.9887,6.5603,7.677712145,3.9887,0.546285282,31.29984109,2.998975
TW Electro 003.jpg,TO,79.01248302,5.29,low,Electrofishing,84.1827,60.093,82.0309,65.0264,7,-2.1518,4.9334,5.382255921,2.1518,0.411293385,23.56537511,2.998975
TW Electro 004.jpg,TO,97.96092252,5.29,low,Electrofishing,81.2962,57.049,79.0919,63.0321,7,-2.2043,5.9831,6.376239025,2.2043,0.352990388,20.22485943,2.998975
TW Electro 005.jpg,TO,78.1372203,5.29,low,Electrofishing,78.672,60.7228,76.2578,65.3938,7,-2.4142,4.671,5.258003674,2.4142,0.477035489,27.3321202,2.998975
TW Electro 006.jpg,TO,92.12084711,5.29,low,Electrofishing,82.0834,61.8775,78.9869,67.2832,7,-3.0965,5.4057,6.229759605,3.0965,0.520195373,29.80499941,2.998975
TW Electro 007.jpg,TO,96.82605557,5.29,low,Electrofishing,81.0338,54.0575,78.7245,60.3555,7,-2.3093,6.298,6.708030299,2.3093,0.351449459,20.13657074,2.998975
TW Electro 008.jpg,TO,112.2383833,5.29,low,Electrofishing,75.8379,56.8391,73.5812,64.0817,7,-2.2567,7.2426,7.586036491,2.2567,0.302052879,17.30635517,2.998975
TW Electro 009.jpg,TO,86.61551488,5.29,low,Electrofishing,89.7459,53.3752,85.4423,58.4136,7,-4.3036,5.0384,6.626194045,4.3036,0.706904236,40.50262922,2.998975
TW Electro 010.jpg,TO,81.94910231,5.29,low,Electrofishing,90.953,55.2646,89.9034,59.9881,7,-1.0496,4.7235,4.838709788,1.0496,0.218655496,12.5280371,2.998975
TW Electro 011.jpg,TO,78.62370612,5.29,low,Electrofishing,85.7047,56.2093,83.0806,60.9328,7,-2.6241,4.7235,5.40345751,2.6241,0.507087719,29.05398615,2.998975
TW Electro 012.jpg,TO,103.4501705,5.29,low,Electrofishing,89.1686,59.9881,85.8622,66.7059,7,-3.3064,6.7178,7.487397265,3.3064,0.457376039,26.20571669,2.998975
TW Electro 013.jpg,TO,86.31660117,5.29,low,Electrofishing,80.9813,59.7257,79.4593,65.2364,7,-1.522,5.5107,5.717018322,1.522,0.269472168,15.43961793,2.998975
TW Electro 014.jpg,TO,86.43957002,5.29,low,Electrofishing,77.7273,58.571,74.8408,63.5569,7,-2.8865,4.9859,5.761170112,2.8865,0.524784703,30.06794864,2.998975
TW Electro 015.jpg,TO,69.31716995,5.29,low,Electrofishing,98.878,56.4717,97.146,61.0902,7,-1.732,4.6185,4.932582108,1.732,0.358782534,20.55672498,2.998975
TW FN 001.jpg,TO,156.140596,5.29,low,Fyke_Net,64.864,38.1406,60.0278,48.0123,7,-4.8362,9.8717,10.99269263,4.8362,0.455539437,26.10048712,2.998975
TW FN 002.jpg,TO,136.9065033,5.29,low,Fyke_Net,68.6478,54.005,66.5484,62.4023,7,-2.0994,8.3973,8.655756908,2.0994,0.244987069,14.0367251,2.998975
TW FN 003.jpg,TO,156.4533619,5.29,low,Fyke_Net,68.1754,43.6134,64.6591,54.6873,7,-3.5163,11.0739,11.61876185,3.5163,0.307461147,17.61622606,2.998975
TW FN 004.jpg,TO,115.9521336,5.29,low,Fyke_Net,75.523,60.1455,74.2634,67.913,7,-1.2596,7.7675,7.86896743,1.2596,0.160763419,9.211065391,2.998975
TW FN 005.jpg,TO,135.2052039,5.29,low,Fyke_Net,74.6833,48.9142,70.1173,56.4717,7,-4.566,7.5575,8.82973172,4.566,0.543478604,31.13903029,2.998975
TW FN 006.jpg,TO,167.2713911,5.29,low,Fyke_Net,69.8549,46.4475,68.1754,57.7313,7,-1.6795,11.2838,11.40810513,1.6795,0.147756946,8.465849402,2.998975
TW FN 007.jpg,TO,152.2662972,5.29,low,Fyke_Net,67.4407,47.2347,65.0264,57.154,7,-2.4143,9.9193,10.20888618,2.4143,0.238751833,13.67947239,2.998975
TW FN 008.jpg,TO,137.581538,5.29,low,Fyke_Net,67.2832,53.6901,64.5016,62.0874,7,-2.7816,8.3973,8.846012992,2.7816,0.31987378,18.32741759,2.998975
TW FN 009.jpg,TO,109.1552946,5.29,low,Fyke_Net,78.1997,54.5823,76.5727,60.4604,7,-1.627,5.8781,6.099113756,1.627,0.270029708,15.47156259,2.998975
TW FN 010.jpg,TO,106.8788495,5.29,low,Fyke_Net,85.0749,49.1241,82.7657,55.527,7,-2.3092,6.4029,6.806580129,2.3092,0.346130073,19.83179234,2.998975
TW FN 011.jpg,TO,152.2219299,5.29,low,Fyke_Net,73.0563,53.0603,70.7471,62.2973,7,-2.3092,9.237,9.521269539,2.3092,0.244973569,14.03595157,2.998975
TW FN 012.jpg,TO,81.69644656,5.29,low,Fyke_Net,93.1048,63.5044,90.953,68.1229,7,-2.1518,4.6185,5.095172764,2.1518,0.43600468,24.98122802,2.998975
TW FN 013.jpg,TO,163.9622752,5.29,low,Fyke_Net,66.2335,42.9836,61.615,53.1128,7,-4.6185,10.1292,11.13244065,4.6185,0.427798377,24.51104149,2.998975
TW FN 014.jpg,TO,136.1947981,5.29,low,Fyke_Net,68.7527,48.4943,64.2917,56.7866,7,-4.461,8.2923,9.416090499,4.461,0.493559428,28.27887219,2.998975
TW FN 015.jpg,TO,80.21638579,5.29,low,Fyke_Net,94.207,71.9542,92.3701,76.7826,7,-1.8369,4.8284,5.166008921,1.8369,0.36352845,20.82864593,2.998975
